-5.000000309413453969e+00 -4.336833999999999967e-01 3.895354000000000178e-03
-4.500000152421393729e+00 -3.904560799999999832e-01 3.211683099999999933e-03
-3.999999995429333044e+00 -3.471905599999999814e-01 2.598713600000000096e-03
-3.500000239507729649e+00 -3.038733299999999971e-01 2.056479899999999819e-03
-3.000000082515669408e+00 -2.605257899999999793e-01 1.586055000000000060e-03
-2.500000154706726985e+00 -2.171475900000000014e-01 1.187408700000000062e-03
-1.999999997714666522e+00 -1.737451100000000082e-01 8.608950299999999648e-04
-1.500000069905724320e+00 -1.303184300000000129e-01 6.066773800000000187e-04
-9.999999702094435339e-01 -8.687556500000000181e-02 4.250408700000000029e-04
-4.999999965638777244e-01 -4.342500900000000053e-02 3.161788300000000114e-04
0.000000000000000000e+00 3.220281400000000105e-05 2.800855099999999807e-04
4.999999965638777244e-01 4.349193700000000135e-02 3.168350700000000029e-04
9.999999702094435339e-01 8.694040000000000101e-02 4.263638399999999744e-04
1.500000069905724320e+00 1.303871400000000125e-01 6.086574899999999634e-04
1.999999997714666522e+00 1.738125799999999943e-01 8.635057000000000019e-04
2.500000154706726985e+00 2.172190800000000088e-01 1.190798199999999925e-03
3.000000082515669408e+00 2.605934400000000095e-01 1.589964699999999939e-03
3.500000239507729649e+00 3.039430399999999977e-01 2.061350300000000090e-03
3.999999995429333044e+00 3.472529599999999994e-01 2.603779100000000110e-03
4.500000152421393729e+00 3.905158599999999924e-01 3.217574899999999828e-03
5.000000309413453969e+00 4.337411800000000039e-01 3.901713299999999898e-03
