-1.000000084801002664e+01 -1.046817799999999909e+00 1.446806900000000007e-02
-9.000000419434346810e+00 -9.420849100000000531e-01 1.181168399999999938e-02
-7.999999990858666088e+00 -8.369358199999999970e-01 9.418499699999999253e-03
-7.000000708198577115e+00 -7.313938100000000331e-01 7.292594799999999738e-03
-6.000000279622897281e+00 -6.255394199999999572e-01 5.444431700000000249e-03
-5.000000309413453969e+00 -5.194112100000000121e-01 3.876948299999999955e-03
-3.999999995429333044e+00 -4.130349200000000276e-01 2.595461199999999930e-03
-3.000000082515669408e+00 -3.064732600000000251e-01 1.604113500000000064e-03
-1.999999997714666522e+00 -1.997766199999999881e-01 9.061120199999999616e-04
-9.999999702094435339e-01 -9.299138199999999743e-02 5.034593600000000172e-04
0.000000000000000000e+00 1.383255899999999948e-02 3.974598400000000221e-04
9.999999702094435339e-01 1.206511900000000054e-01 5.882951099999999579e-04
1.999999997714666522e+00 2.274213700000000116e-01 1.075542799999999917e-03
3.000000082515669408e+00 3.340953899999999921e-01 1.858177400000000055e-03
3.999999995429333044e+00 4.406100199999999911e-01 2.932935299999999898e-03
5.000000309413453969e+00 5.469197000000000086e-01 4.296999400000000267e-03
6.000000279622897281e+00 6.530064300000000266e-01 5.946706999999999861e-03
7.000000708198577115e+00 7.587774400000000252e-01 7.875752600000000825e-03
7.999999990858666088e+00 8.642147799999999602e-01 1.007878499999999983e-02
9.000000419434346810e+00 9.692559200000000486e-01 1.254918000000000006e-02
1.000000084801002664e+01 1.073902600000000040e+00 1.528236000000000004e-02
