-1.000000084801002664e+01 -8.633188000000000528e-01 2.275316000000000144e-02
-9.000000419434346810e+00 -7.784168700000000385e-01 1.854740599999999892e-02
-7.999999990858666088e+00 -6.930598599999999720e-01 1.474908899999999995e-02
-7.000000708198577115e+00 -6.073080899999999671e-01 1.136976800000000058e-02
-6.000000279622897281e+00 -5.212075099999999850e-01 8.420192599999999292e-03
-5.000000309413453969e+00 -4.348002999999999729e-01 5.908639599999999589e-03
-3.999999995429333044e+00 -3.481460800000000244e-01 3.843375200000000071e-03
-3.000000082515669408e+00 -2.612839299999999976e-01 2.230503799999999839e-03
-1.999999997714666522e+00 -1.742641199999999946e-01 1.074788400000000052e-03
-9.999999702094435339e-01 -8.715842699999999665e-02 3.801065599999999944e-04
0.000000000000000000e+00 1.404992699999999963e-05 1.482944100000000017e-04
9.999999702094435339e-01 8.717553299999999949e-02 3.801187599999999805e-04
1.999999997714666522e+00 1.742916899999999991e-01 1.074943600000000067e-03
3.000000082515669408e+00 2.613077500000000053e-01 2.230649099999999947e-03
3.999999995429333044e+00 3.481733200000000084e-01 3.843730799999999902e-03
5.000000309413453969e+00 4.348265199999999941e-01 5.908926000000000109e-03
6.000000279622897281e+00 5.212348100000000484e-01 8.420520500000000519e-03
7.000000708198577115e+00 6.073371199999999526e-01 1.137033999999999961e-02
7.999999990858666088e+00 6.930931200000000070e-01 1.475000199999999990e-02
9.000000419434346810e+00 7.784355299999999867e-01 1.854758899999999974e-02
1.000000084801002664e+01 8.633494400000000235e-01 2.275426300000000027e-02
