"Normals:0","Normals:1","Normals:2","VELOCITY_1","VELOCITY_2","VELOCITY_3","VELOCITY_4","VELOCITY_5","VELOCITY_6","VELOCITY_7","VELOCITY_8","VELOCITY_9","VELOCITY_10","VELOCITY_11","VELOCITY_12","VELOCITY_13","VELOCITY_14","VELOCITY_15","VELOCITY_16","VELOCITY_17","VELOCITY_18","VELOCITY_19","VELOCITY_20","VELOCITY_21","CP_1","CP_2","CP_3","CP_4","CP_5","CP_6","CP_7","CP_8","CP_9","CP_10","CP_11","CP_12","CP_13","CP_14","CP_15","CP_16","CP_17","CP_18","CP_19","CP_20","CP_21","DIPOLE_1","DIPOLE_2","DIPOLE_3","DIPOLE_4","DIPOLE_5","DIPOLE_6","DIPOLE_7","DIPOLE_8","DIPOLE_9","DIPOLE_10","DIPOLE_11","DIPOLE_12","DIPOLE_13","DIPOLE_14","DIPOLE_15","DIPOLE_16","DIPOLE_17","DIPOLE_18","DIPOLE_19","DIPOLE_20","DIPOLE_21","SOURCE_1","SOURCE_2","SOURCE_3","SOURCE_4","SOURCE_5","SOURCE_6","SOURCE_7","SOURCE_8","SOURCE_9","SOURCE_10","SOURCE_11","SOURCE_12","SOURCE_13","SOURCE_14","SOURCE_15","SOURCE_16","SOURCE_17","SOURCE_18","SOURCE_19","SOURCE_20","SOURCE_21","Points:0","Points:1","Points:2"
0.085187,0,-0.99634,6.2939,6.2785,6.2627,6.2463,6.2296,6.2123,6.1946,6.1764,6.1577,6.1386,6.119,6.0988,6.0783,6.0573,6.0358,6.0138,5.9916,5.9686,5.9454,5.9215,5.8975,-0.056786,-0.051621,-0.046354,-0.040865,-0.035296,-0.029585,-0.023721,-0.017703,-0.011538,-0.0052872,0.0011237,0.0077025,0.014369,0.021182,0.028109,0.035169,0.042286,0.049637,0.056998,0.064549,0.07214,-0.84073,-0.77232,-0.70388,-0.63536,-0.5668,-0.49821,-0.42958,-0.36091,-0.29221,-0.2235,-0.15477,-0.086012,-0.017262,0.051503,0.12025,0.18899,0.25772,0.32643,0.39511,0.46375,0.53237,1.0512,0.99855,0.9458,0.89298,0.84009,0.78714,0.73413,0.68106,0.62794,0.57477,0.52155,0.4683,0.41501,0.36169,0.30835,0.25498,0.20159,0.14818,0.094764,0.04134,-0.012087,0.90071,0,-0.0090399
0.083146,0,-0.99652,6.317,6.3014,6.2853,6.2687,6.2517,6.2342,6.2162,6.1977,6.1788,6.1594,6.1396,6.1191,6.0983,6.077,6.0553,6.0331,6.0106,5.9873,5.9638,5.9397,5.9153,-0.064566,-0.0593,-0.053926,-0.04834,-0.042662,-0.036846,-0.030875,-0.024752,-0.018483,-0.012121,-0.0056026,0.0010793,0.0078561,0.014776,0.021813,0.02898,0.036215,0.043667,0.051145,0.0588,0.06651,-0.83898,-0.77083,-0.70264,-0.63437,-0.56606,-0.49772,-0.42934,-0.36092,-0.29248,-0.22401,-0.15553,-0.087029,-0.01853,0.049984,0.11848,0.18697,0.25544,0.32391,0.39234,0.46073,0.5291,1.0389,0.98618,0.93341,0.88057,0.82767,0.7747,0.72167,0.66859,0.61546,0.56228,0.50906,0.4558,0.4025,0.34917,0.29582,0.24245,0.18905,0.13564,0.082225,0.0288,-0.024627,0.88072,0,-0.010728
0.081002,0,-0.99669,6.3454,6.3292,6.3127,6.2955,6.278,6.26,6.2415,6.2224,6.2029,6.1831,6.1627,6.1417,6.1204,6.0985,6.0762,6.0535,6.0304,6.0066,5.9826,5.9579,5.933,-0.074151,-0.068687,-0.063111,-0.057331,-0.05145,-0.045431,-0.039259,-0.032936,-0.026469,-0.019901,-0.013182,-0.0063027,0.0006763,0.0077963,0.015034,0.0224,0.029842,0.037487,0.045171,0.053019,0.060933,-0.83582,-0.76797,-0.70009,-0.63214,-0.56414,-0.49611,-0.42804,-0.35994,-0.2918,-0.22365,-0.15548,-0.087295,-0.019108,0.049093,0.11728,0.18546,0.25362,0.32177,0.38989,0.45797,0.52603,1.0259,0.97317,0.92039,0.86754,0.81461,0.76163,0.70859,0.6555,0.60235,0.54916,0.49593,0.44266,0.38936,0.33602,0.28266,0.22928,0.17588,0.12247,0.069052,0.015626,-0.037801,0.85917,0,-0.012504
0.078762,0,-0.99688,6.3779,6.361,6.3437,6.3258,6.3075,6.2887,6.2694,6.2496,6.2293,6.2087,6.1875,6.1658,6.1437,6.121,6.098,6.0744,6.0505,6.0259,6.0011,5.9757,5.9499,-0.085202,-0.079454,-0.073587,-0.067525,-0.061356,-0.055048,-0.048588,-0.04198,-0.035228,-0.028372,-0.021367,-0.014207,-0.0069431,0.00045975,0.0079805,0.015628,0.023357,0.031274,0.039241,0.047364,0.055558,-0.83112,-0.76365,-0.69615,-0.62857,-0.56095,-0.4933,-0.42561,-0.35788,-0.29012,-0.22235,-0.15456,-0.086749,-0.01894,0.048883,0.11669,0.18449,0.25227,0.32005,0.38779,0.45549,0.52318,1.0123,0.95959,0.90679,0.85392,0.80098,0.74798,0.69493,0.64182,0.58866,0.53546,0.48222,0.42894,0.37563,0.32229,0.26892,0.21554,0.16213,0.10872,0.055297,0.0018706,-0.051556,0.83615,0,-0.014349
0.076431,0,-0.99706,6.4139,6.396,6.3777,6.3588,6.3395,6.3198,6.2995,6.2787,6.2575,6.2358,6.2136,6.1909,6.1678,6.1441,6.1201,6.0955,6.0706,6.045,6.0192,5.9927,5.966,-0.097489,-0.091376,-0.08514,-0.078717,-0.072179,-0.065503,-0.058679,-0.051707,-0.044593,-0.037371,-0.030003,-0.022485,-0.014861,-0.0071,0.00077716,0.008779,0.016868,0.025132,0.033454,0.041922,0.050468,-0.8248,-0.75778,-0.69072,-0.62359,-0.55641,-0.48921,-0.42196,-0.35468,-0.28737,-0.22005,-0.1527,-0.08534,-0.017979,0.049396,0.11676,0.18411,0.25144,0.31877,0.38607,0.45332,0.52056,0.9982,0.94545,0.89263,0.83974,0.78679,0.73377,0.6807,0.62758,0.57441,0.5212,0.46795,0.41466,0.36134,0.30799,0.25462,0.20123,0.14782,0.094407,0.040983,-0.012444,-0.06587,0.81174,0,-0.016249
0.074007,0,-0.99724,6.4529,6.4338,6.4143,6.3943,6.3738,6.3528,6.3314,6.3094,6.2869,6.264,6.2407,6.2168,6.1924,6.1676,6.1423,6.1166,6.0904,6.0637,6.0366,6.0089,5.9809,-0.11086,-0.10431,-0.097632,-0.090771,-0.083791,-0.076676,-0.069412,-0.062004,-0.054456,-0.046797,-0.038996,-0.031049,-0.022995,-0.014806,-0.0065042,0.0019212,0.010435,0.019113,0.027856,0.036735,0.045696,-0.81678,-0.75028,-0.68373,-0.61712,-0.55046,-0.48378,-0.41705,-0.35029,-0.2835,-0.21669,-0.14987,-0.083028,-0.016187,0.050667,0.11751,0.18434,0.25115,0.31796,0.38473,0.45146,0.51818,0.98352,0.93074,0.8779,0.825,0.77202,0.71899,0.66591,0.61277,0.55959,0.50637,0.4531,0.39981,0.34648,0.29312,0.23975,0.18635,0.13294,0.079524,0.026099,-0.027328,-0.080754,0.78606,0,-0.018188
0.071482,0,-0.99743,6.4944,6.474,6.4532,6.4317,6.4099,6.3875,6.3647,6.3413,6.3175,6.2932,6.2685,6.2432,6.2175,6.1912,6.1646,6.1374,6.1099,6.0817,6.0532,6.0242,5.9948,-0.12522,-0.11815,-0.11096,-0.10359,-0.096099,-0.088475,-0.080703,-0.072789,-0.064739,-0.056575,-0.048274,-0.039831,-0.031281,-0.022599,-0.013807,-0.0048944,0.0041073,0.013263,0.022488,0.03184,0.041275,-0.80698,-0.74107,-0.67512,-0.6091,-0.54304,-0.47695,-0.41081,-0.34465,-0.27846,-0.21224,-0.14602,-0.079775,-0.013531,0.052724,0.11897,0.1852,0.25142,0.31762,0.3838,0.44993,0.51605,0.96821,0.91542,0.86256,0.80963,0.75664,0.7036,0.6505,0.59735,0.54415,0.49092,0.43764,0.38434,0.331,0.27764,0.22426,0.17086,0.11744,0.064023,0.010597,-0.04283,-0.096254,0.7592,0,-0.020148
0.068841,0,-0.99761,6.5384,6.5164,6.494,6.471,6.4476,6.4237,6.3993,6.3744,6.349,6.3232,6.2969,6.27,6.2427,6.2149,6.1867,6.158,6.1288,6.0991,6.069,6.0384,6.0074,-0.14049,-0.13284,-0.12507,-0.11712,-0.10905,-0.10085,-0.0925,-0.084014,-0.075393,-0.066661,-0.057795,-0.048791,-0.03968,-0.030445,-0.0211,-0.011639,-0.0020881,0.0076062,0.01737,0.027253,0.03722,-0.79534,-0.7301,-0.66482,-0.59947,-0.53409,-0.46867,-0.40321,-0.33772,-0.27221,-0.20667,-0.14112,-0.075554,-0.009988,0.055589,0.12115,0.18671,0.25225,0.31777,0.38327,0.44873,0.51417,0.95221,0.89939,0.84651,0.79357,0.74056,0.6875,0.63438,0.58122,0.52801,0.47476,0.42148,0.36816,0.31482,0.26145,0.20806,0.15466,0.10124,0.047818,-0.0056092,-0.059036,-0.11246,0.73127,0,-0.022113
0.066066,0,-0.9978,6.5845,6.5609,6.5367,6.5121,6.4869,6.4613,6.4352,6.4086,6.3814,6.3539,6.3258,6.2972,6.2682,6.2387,6.2087,6.1782,6.1473,6.1159,6.084,6.0517,6.0189,-0.15665,-0.14835,-0.13993,-0.13133,-0.12261,-0.11377,-0.10478,-0.095657,-0.086403,-0.077037,-0.067542,-0.057915,-0.048183,-0.038331,-0.028373,-0.018304,-0.0081468,0.0021431,0.012504,0.022974,0.033527,-0.7818,-0.71732,-0.65279,-0.5882,-0.52357,-0.45891,-0.39421,-0.32947,-0.26472,-0.19994,-0.13515,-0.070344,-0.0055383,0.059278,0.12408,0.18888,0.25365,0.31842,0.38316,0.44785,0.51253,0.93538,0.88254,0.82964,0.77667,0.72365,0.67057,0.61744,0.56426,0.51104,0.45778,0.40448,0.35116,0.2978,0.24443,0.19104,0.13763,0.084209,0.030784,-0.022644,-0.076069,-0.12949,0.70239,0,-0.024066
0.063128,0,-0.99799,6.6329,6.6073,6.5813,6.5548,6.5278,6.5003,6.4722,6.4437,6.4147,6.3852,6.3553,6.3248,6.2938,6.2624,6.2305,6.1981,6.1653,6.132,6.0982,6.064,6.0293,-0.1737,-0.16468,-0.15553,-0.14623,-0.13679,-0.12723,-0.11754,-0.10771,-0.097758,-0.087693,-0.077507,-0.067194,-0.056778,-0.046248,-0.035617,-0.02488,-0.014059,-0.0031148,0.0078988,0.019012,0.030206,-0.76633,-0.70268,-0.63899,-0.57524,-0.51145,-0.44763,-0.38377,-0.31988,-0.25597,-0.19204,-0.12809,-0.06413,-0.00016933,0.0638,0.12776,0.1917,0.25563,0.31955,0.38344,0.44729,0.51112,0.91756,0.8647,0.81178,0.75879,0.70575,0.65265,0.5995,0.54631,0.49307,0.4398,0.3865,0.33316,0.2798,0.22642,0.17302,0.11961,0.066185,0.012759,-0.040669,-0.094093,-0.14751,0.67268,0,-0.025991
