%eval_id interface         m_root          m_top         p_root          p_top         t_root          t_top           span      chord_tip    my_function 
39           NO_ID  0.01276955316  0.01788003371   0.3389062548   0.3974248226    0.086647853  0.09046533062    12.25881091    1.383491827   -39.94852836 
40           NO_ID  0.04235692094  0.04277019223   0.4544834585    0.303486534   0.1493620661   0.1382442236    9.380837648    1.373835587   -34.83306976 
41           NO_ID  0.02773543795  0.04950570385   0.4694583934   0.3872172994   0.1014028637   0.1379308733      7.0268736      1.0664591   -31.61571961 
42           NO_ID   0.0239050981   0.0229837692   0.4528356705   0.4091134906   0.1046529701  0.09246855108    11.99113628   0.5027416884   -49.11169633 
43           NO_ID 0.003977845308 0.005646097616    0.475850537   0.4199759564  0.09256471919   0.1352355072    5.452691326    1.338311824   -27.69270387 
44           NO_ID  0.02534164012  0.01694552925   0.3140402895    0.475146406   0.1099762053   0.1000821573    12.25962337     0.74900543    -46.8054245 
45           NO_ID 0.001713124291  0.04247995726   0.3425669536   0.3227894792  0.08797163065   0.1491963283    5.384240817    1.293540336   -24.93775518 
46           NO_ID 0.001621046547  0.04492930989   0.4076449791   0.4891629596    0.101651811   0.1219873953    6.736197058   0.5263953614   -36.83963307 
47           NO_ID  0.03134196691  0.01443782475   0.3260823282   0.4656893907   0.1295562968   0.1126802872    10.36967759    1.317130062   -39.82943109 
48           NO_ID  0.02524775154  0.03896008841    0.308823748   0.4007331428  0.08767566139   0.1448409431    8.104412944    1.086834374   -33.98964446 
49           NO_ID  0.04626632298    0.048090275   0.3130079432   0.3245005555   0.1432924855    0.116803648    10.55875862    1.105609448   -40.61778419 
50           NO_ID  0.02389999906  0.03728424317   0.4450998845   0.3937592193  0.08391956516  0.08613160929    6.993894033   0.6377014835   -38.48333746 
51           NO_ID  0.04926739376  0.02208792414   0.4116155695   0.4747626957   0.1040187519   0.1021122257    12.52967303   0.8660198897   -45.38776049 
52           NO_ID           0.05  0.04447497766   0.3171637119   0.4055370979  0.08304153421   0.1216982184    9.582412118    1.216108832   -36.78650376 
53           NO_ID  0.04031871694  0.01957375428   0.4586153545   0.4065171848   0.1463847059   0.1198399837    9.044481115   0.6274749813   -38.70751009 
54           NO_ID  0.01623339373  0.02372261775   0.4599932068   0.3661798638   0.1005253034   0.1098897744    10.92935349    1.319717226   -37.75327071 
55           NO_ID  0.01344836048  0.04507381005   0.4870543087   0.4457307607    0.103961522  0.09853308437    5.825235617   0.8643472007   -31.29861467 
56           NO_ID  0.02758611531  0.01725290883   0.3707849475   0.4389902213   0.1426309044   0.1068447347    11.16618643   0.8709773325   -43.53164928 
57           NO_ID 0.001054392707  0.02764995617   0.3905667726   0.3225657772   0.1425326525   0.1380402847    7.844516456   0.9256653256   -36.12337188 
58           NO_ID  0.01589419726  0.01822421576   0.3659065475   0.3278519354           0.15  0.08274123559    9.421330969    1.456547967   -36.27775191 
59           NO_ID  0.04777252631  0.02831239388            0.5   0.3741829776   0.1167558433   0.1424527684    9.211846274    1.224063267   -38.20919637 
60           NO_ID 0.006047382128              0   0.4737412493   0.4114093317  0.09771777154    0.120985842     11.7047015    1.194455696   -43.24840149 
61           NO_ID   0.0286827137   0.0185310614   0.3909261678   0.4050131532    0.127588525   0.1169633398    11.62938403    1.384641401   -40.14203014 
62           NO_ID  0.02143175209              0            0.5   0.3951551193   0.1365862813   0.1361503845     8.22941249   0.7000397879   -38.20446733 
63           NO_ID  0.04654380643  0.01028368954   0.3358290712   0.3088853677   0.1020471976   0.1448567087              5    1.060562433   -28.46265629 
64           NO_ID              0 0.007000957112   0.3057912533    0.407308248    0.107667839   0.1166137148    14.73417442   0.9816477402   -50.71506034 
65           NO_ID  0.02871309662  0.02903383768   0.3927826655   0.4849585008   0.1025361901  0.09384414655    11.13742353            0.5   -48.01760209 
66           NO_ID  0.02977984657  0.02129298825            0.5   0.4531928139  0.09698894129   0.1292307358      13.317198            0.5   -51.75882228 
67           NO_ID    0.031797012   0.0335614979   0.3747782543     0.41966665   0.1412009636   0.1392481186      13.625698   0.9560955703   -46.81681075 
68           NO_ID              0  0.01443864908   0.3668321402   0.4068517593  0.09146501234  0.08425192946    14.56238038    1.140331069   -46.51635201 
69           NO_ID  0.03189962533           0.05   0.3122469701   0.3918468123   0.1066210771  0.08494931203    12.37163184    1.082781723   -41.38525368 
70           NO_ID  0.03292092458 0.007270036675   0.3796491312   0.4834793372   0.1194665653   0.1079084875    7.668999605     1.42548791   -34.35788935 
71           NO_ID  0.03185427005  0.03532828851   0.4003278475   0.4460706437   0.1063224632   0.1035859547    13.18963972   0.9941324224   -46.17393883 
72           NO_ID  0.03266869785   0.0433423844    0.392340987   0.3861167138   0.1364694442           0.08              5   0.8447277381   -29.81494732 
73           NO_ID  0.03240456328 0.004208776386   0.3963414839            0.5  0.08687804297   0.1365407029    10.30124412    1.150667612   -41.41566966 
74           NO_ID  0.03821355617  0.04883779856    0.392987545   0.3979381968   0.1343730195   0.1390208558    14.38871277   0.8849316439   -48.13000365 
75           NO_ID  0.04661895646  0.02354790931    0.335337843   0.4768299206   0.1381705332   0.1387267852     8.03164117    1.351825049   -33.77262372 
76           NO_ID  0.01985940314  0.02671808636   0.3241963051    0.402867056  0.09123669804   0.1351309635    6.877732554   0.5124470923   -39.61824376 
77           NO_ID  0.02235769313  0.03304136461    0.369822357    0.356074271   0.1069299094           0.08    9.427645819   0.5599761643    -43.7490317 
78           NO_ID  0.03582857682              0   0.4201016179   0.3970967281   0.1067377784           0.08    12.21570138   0.8274303489   -43.33553026 
79           NO_ID           0.05           0.05   0.4001578443   0.4475645897   0.1216312201   0.1237291851    12.17169293    1.121237313   -41.92199071 
80           NO_ID  0.02419917099  0.01499721746   0.4821683309   0.4022068646   0.1089606223           0.08    12.28554255            0.5   -48.19139067 
81           NO_ID  0.02153667184 0.002264661651   0.4426305188   0.4386863692   0.1400875179   0.1170372229    13.77020336     1.28082518   -46.47899123 
82           NO_ID  0.02055626315  0.01819255269   0.3115613063   0.3028257086    0.134553819   0.1238524464    13.33625631     1.42686803   -40.47590446 
83           NO_ID  0.02945221885  0.04579881659   0.4948468044   0.4089827783  0.08940912639   0.1138222788    9.638181987    1.395904813   -32.95482519 
84           NO_ID              0  0.02763109138   0.3719266665            0.5    0.136210687   0.1488717441    11.75204143   0.5589197547   -46.85849148 
85           NO_ID  0.03046072286   0.0282501455   0.3196180187   0.4476542049   0.1244049693   0.1003897223    6.748075334   0.6798841894   -36.10899365 
86           NO_ID   0.0202402357  0.04294991821   0.3356912283   0.3197037405           0.15  0.09449614744    8.223977574   0.5024994752   -39.08561702 
87           NO_ID  0.02631396295  0.03514499633   0.4454195027   0.3740536997  0.08701253944   0.1281108563    5.190972378   0.6346497485   -33.29390807 
88           NO_ID              0   0.0139337374            0.3            0.3   0.1148738932  0.08670713173    14.32568947    1.051568948   -48.10675274 
89           NO_ID  0.01602636829 0.001327197919            0.5   0.4327824197   0.1108769895   0.1016109207    10.27006125     0.74291747   -43.91169473 
90           NO_ID  0.03204004064 0.008041927317            0.5   0.4084153204   0.1121592009  0.09742133593    10.23541922            1.5   -39.77889535 
91           NO_ID  0.04003424647 0.006510582426    0.387892018   0.4317560955   0.1362743237  0.09340983142    13.97192196            0.5    -44.4130961 
92           NO_ID           0.05  0.01351974749   0.3638547362   0.3129045428   0.1249114481   0.1157935372    7.820655189   0.9718933168   -36.57797487 
93           NO_ID  0.02460687304 0.001918677995   0.4392151752     0.41039557  0.09425110767   0.1000939678    9.088491023   0.9719740556     -40.872993 
94           NO_ID  0.01789288248 0.007438657914   0.4656318867   0.4683110211   0.1304867518   0.1081402903    10.59211889    1.312417567   -40.28588741 
95           NO_ID  0.03367656922  0.04238193498   0.4144327033    0.428251637   0.1324066897   0.1170334205    12.60195022    1.097543929    -42.2538763 
96           NO_ID  0.02222297741  0.03866791757   0.4727599529   0.4082044349  0.08317221829     0.11657182    11.73412775    1.196412281   -38.44398163 
97           NO_ID  0.04371412084           0.05   0.3655577481   0.4093841441  0.09390858652           0.08    12.39347771    1.238429614   -40.53955009 
98           NO_ID 0.005670456612 0.008870759031            0.5   0.3971736018  0.08619019018   0.1497035633    5.462824518    1.294588484   -27.38132632 
99           NO_ID  0.03714726581  0.04486143843            0.3            0.3   0.1304267559   0.1203670775    10.49584125    1.004891881   -41.57538298 
100          NO_ID 0.002492363434  0.01206893001   0.3922169382   0.4707091565   0.1128908926   0.0985727145    10.61368166    1.198677393   -39.86573002 
101          NO_ID              0  0.03893564184   0.3702391196   0.4600936705   0.1309498852           0.15    14.01679586            0.5   -50.34812082 
102          NO_ID  0.01758640508  0.03566617522   0.4814691831   0.4476007598   0.1405035602   0.1043703183     11.5007758   0.5826587639   -45.37442165 
103          NO_ID  0.02360884641  0.01914734716     0.34052105   0.3305891393   0.1387215593  0.08603296403    8.660620812    1.382644681   -35.95374225 
104          NO_ID 0.005686910839  0.01846130767            0.5    0.415812051   0.1039988847           0.08    11.60450135   0.8092657225   -46.51356807 
105          NO_ID 0.0009613209076  0.00518289926   0.4061706053   0.4039602744   0.1321203011           0.08    14.21370188    1.170419348   -47.72855812 
106          NO_ID  0.03654216002 0.008418062043   0.4410927144   0.4462750032   0.1363453328    0.124131922    14.46507575   0.9710514638   -49.32384583 
107          NO_ID  0.03580775613 0.001841334572   0.4185598263   0.3240408113           0.15   0.1445075907    9.709783552    1.160493184   -40.38993216 
108          NO_ID   0.0288580932  0.03879916742   0.4207436544   0.4045102828  0.09102793855   0.1184921655    12.66094453    1.273750212   -39.15748889 
109          NO_ID  0.02968169159  0.01732086814   0.3162675444   0.4222581145   0.1127143604   0.1331417222    12.38020761    0.533427601   -48.77778888 
110          NO_ID  0.01552791472  0.02987451273    0.488513771   0.4011918019   0.1160486759   0.0952022091    8.907023275            0.5   -43.08975998 
111          NO_ID   0.0110948589 0.002092033718   0.3038271352   0.4257851549   0.1328460456  0.09371901434             15    1.111836094   -50.65035758 
112          NO_ID  0.03576501048  0.04219603006   0.4068215874   0.3378600332  0.09586735148           0.08              5    0.970862546   -29.82291579 
113          NO_ID  0.03833977568  0.04290056209   0.3927598278   0.3949365474   0.1288481299   0.1191869293             15   0.9476212916   -48.46039285 
114          NO_ID  0.03109438734  0.04271326029   0.4461565731   0.3421668242   0.1186573239   0.1055334856    10.28618976    1.054913516   -39.89674556 
115          NO_ID              0   0.0126353226   0.3962127206   0.4731755886   0.1023441638   0.1161217683             15    1.163463015   -45.51288011 
116          NO_ID  0.01695087135  0.01992549439   0.4881712445   0.3469838823   0.1265429077   0.1192685409    12.91200115    1.234619447   -42.10748076 
117          NO_ID  0.04401463555  0.03709417509   0.3519507816   0.3804503208   0.1332825425  0.09894923967    14.72994274   0.5239521524   -49.93359384 
118          NO_ID  0.02611607402 0.006532235626   0.4505026119   0.4101690394  0.09717849592   0.1102436238    9.797487013    1.070557503   -41.74188525 
119          NO_ID           0.05 0.007966160101   0.4388273561    0.476879177   0.1253007681   0.1141085534    7.858862005   0.9163648958   -35.06680863 
120          NO_ID              0  0.01803549511   0.3631797415   0.4211553957  0.09763163556   0.1169662229    12.20735371    1.148950366   -41.21048265 
121          NO_ID  0.02432729841   0.0228884469   0.4091519513   0.4160329942   0.1257319777  0.09056493219     12.8032906   0.7137631811   -46.77840262 
122          NO_ID              0  0.01251678175   0.3688217362   0.3396937681   0.1135999786  0.08722103736     14.4527203    1.145049093   -46.56209627 
123          NO_ID   0.0225539296  0.00577935932   0.4957992101   0.4241428836   0.1404314398   0.1200278939    7.383476556            0.5   -37.36529351 
124          NO_ID              0 0.005123977224   0.4752241241            0.5   0.1023744641   0.1218234566     12.6517185    1.182485412   -43.35477637 
125          NO_ID              0  0.02388893287    0.408537367   0.4015036089  0.08073717811   0.1392791874    7.175219464   0.9130417431   -35.76934082 
126          NO_ID              0 0.008149868676    0.310104803   0.4059966588   0.1055401347           0.08    11.89033971   0.9523483994   -47.11411244 
127          NO_ID  0.03561871247  0.01657506163   0.4352062131    0.395865879   0.1038145642  0.08694726758    9.715381966   0.8608191556   -40.92616527 
128          NO_ID           0.05           0.05   0.3895440277   0.3979808738   0.1281266584   0.1157885861    11.39689408    1.165683486   -40.81542828 
129          NO_ID  0.03559373651  0.03921655846   0.3049329783   0.4113892274  0.08205658074  0.09601788749    14.95340536   0.9350081307   -49.66112166 
130          NO_ID   0.0450352248  0.02381159182    0.349954924   0.4176956562  0.08553943662           0.08    11.42221356     1.21390891   -43.94910217 
131          NO_ID  0.03506942903  0.04606776368   0.3389673455   0.3523936142           0.15  0.08996195621    11.18001215   0.9855760806   -42.56802633 
132          NO_ID              0  0.03460441437   0.4092637643   0.4630371655    0.127947599   0.1026992722    8.197407599            0.5   -40.51616191 
133          NO_ID  0.02269527826           0.05   0.4834994959   0.4430066419   0.1024887917   0.1167772421    10.12473191   0.8651599634   -40.72877789 
134          NO_ID  0.01415518381   0.0199745455   0.4506376873   0.4320303311  0.09718198986   0.1075629012    14.48217057   0.5377879787   -53.79660645 
135          NO_ID   0.0218653033 0.003458234308   0.4387799324   0.4134998841  0.09039081609   0.1268105751    10.48644699   0.7908017379    -44.5547077 
136          NO_ID  0.04240230236  0.03522706006   0.3274700239   0.4278466724   0.1253124457   0.1051505407    8.130561263    1.386011257   -33.65112787 
137          NO_ID           0.05  0.01814966422   0.4470970799   0.3895793627   0.1460745153   0.1178765309    9.963424465   0.6262452664   -39.23479651 
138          NO_ID  0.03431040543  0.04566159158            0.5   0.4034263454  0.09422523164   0.1147118933    10.89968274            1.5   -34.22626407 
139          NO_ID  0.02843877224 0.003627184873   0.4388644004   0.4321035906   0.1082952169   0.1097004167    9.012355672    1.450488231   -37.04724782 
140          NO_ID  0.02273621405 0.008932686301   0.4844862911   0.4330530184    0.135145137   0.1063675542    13.31125071    1.210568016   -46.72278097 
141          NO_ID  0.02930209928  0.02394135246   0.3708175398   0.4278904867           0.15   0.1017054239    10.60262469    1.083410825   -41.92314049 
142          NO_ID  0.03065776286  0.01958014429            0.5   0.4726835915  0.09057830949   0.1176335497     13.0935346            0.5   -50.94881921 
143          NO_ID  0.01090338397  0.02459848776   0.3834224435   0.3170726988   0.1447708716  0.08450855444     9.44620877            1.5   -34.63624289 
144          NO_ID 0.005279794956  0.02523564594   0.3928625319   0.4974637546     0.13757896   0.1375490763    12.32705942   0.5832183317   -47.72872037 
145          NO_ID  0.04276338697  0.04491935844   0.4105458268   0.4127369039    0.124450851   0.1180796463    11.17067304    1.112168799    -40.7310495 
146          NO_ID  0.02552009114  0.03260038345   0.3910612218   0.3740979937    0.105422761           0.08    9.038584351   0.6369355223   -42.11184961 
147          NO_ID  0.02867829893           0.05    0.378974959   0.4316668089   0.1254909482   0.1253926487    14.48632531    1.040613348    -43.4678963 
148          NO_ID  0.02513384109 0.003993579749   0.4423796496   0.3882618066  0.09539123608   0.1074060869    8.886427741   0.9329866201   -40.11428094 
149          NO_ID  0.02334987605 0.0005490347255   0.4125375892   0.3824561911           0.08   0.1268943276    10.16474236    1.103764916   -42.38084308 
150          NO_ID 0.009353930019  0.04680586984   0.4048382134   0.4635492081   0.1181466318  0.08918737491             15     1.08205785   -41.42421962 
151          NO_ID  0.03202343314 0.008268674499   0.4173141152   0.3955370814   0.0993865522  0.08778470569    9.004399096    1.074806195   -40.54870444 
152          NO_ID  0.04202097408  0.02460514714   0.4741746273   0.4492825141  0.08135833908  0.09856106755    14.06984134    1.125399504   -48.55060922 
153          NO_ID  0.04058414407  0.03654954338   0.3922156964   0.3934644101    0.132985296    0.109363689    14.92787668    1.037642424   -48.65189505 
154          NO_ID  0.02382190665           0.05   0.4602789109   0.4427257726   0.1403914173  0.09782367679    8.552196936   0.7509455129   -37.73249151 
155          NO_ID  0.02109760656 0.005081353747   0.4931685984   0.4372249911   0.1441411932   0.1142305738    6.482149662            0.5   -35.04164429 
156          NO_ID  0.02059218292  0.03848041844    0.462184837   0.4318478506  0.09168601194   0.1077316037    10.68301649   0.7402069928   -44.85060976 
157          NO_ID  0.01130607188  0.03726032218   0.3917023167   0.4458786923   0.1440257224   0.1020527458    12.37945231   0.7211394987      -44.75468 
158          NO_ID   0.0313567785  0.02699243898   0.4207336963   0.3862566357   0.1059685172  0.09513720842    10.21393457   0.6372254056   -44.16315272 
159          NO_ID  0.02927243519  0.02629024505   0.4882055606   0.3997971714  0.08714209464   0.1225804412    13.27588032    1.356836554   -40.93535299 
160          NO_ID 0.009979904571              0   0.3735729681    0.480250388   0.1034928848  0.09196354358    14.62538485    1.071680366   -51.26685898 
161          NO_ID              0  0.03984273342   0.4284900425   0.4518281751   0.1187393638   0.1123214277    7.415605711            0.5   -38.61067347 
162          NO_ID           0.05  0.04283047957   0.3758369039    0.402073513  0.08401342924   0.1145952234    12.23749259     1.32322049   -39.95545045 
163          NO_ID   0.0422740182 0.005669493115   0.3900976323    0.438587799    0.147126035   0.1224520048             15    1.065146828   -52.04024029 
164          NO_ID              0  0.03075459959            0.5   0.4125061263   0.1165699333   0.1081993812    7.247929584     1.11909379   -31.97976565 
165          NO_ID  0.03162381875  0.01967628776            0.3   0.3999742709  0.09272425162  0.08618886887    10.42948863   0.9215649147    -43.1438444 
166          NO_ID  0.03999834092           0.05   0.4064111804   0.3785856857   0.1087887077   0.1202932769    10.76535007    1.035779748   -40.60226153 
167          NO_ID  0.03491704164  0.03938027554   0.4676397922   0.4643176102   0.1224094199     0.10492735    9.803927645    1.065041195   -39.44455662 
168          NO_ID  0.02727308054  0.01181469264   0.3463831323   0.4688748991   0.1177055183   0.1406297091    14.02696538   0.5263411877   -50.55104436 
169          NO_ID  0.04013172682  0.03563454371   0.3778626883    0.474877624  0.09568825602           0.08    6.995304305   0.9921974315   -35.31863801 
170          NO_ID              0  0.04675349164   0.4140545605   0.4146543549   0.1284548702           0.08    11.53365895   0.9660208711   -39.00402406 
171          NO_ID 0.008479293331  0.02076874883    0.456425343   0.4283635881  0.08536846676   0.1176152469    10.88664532     1.01376178   -42.27746051 
172          NO_ID 0.001957522591 0.008888628822   0.3461004946   0.3402707283   0.1432991466   0.0929357594    12.93542037    1.091949714   -46.20764787 
173          NO_ID  0.04577799984  0.04717308015    0.380750355   0.3642030823           0.15  0.09747023611    10.00020245    1.122937358    -40.1018479 
174          NO_ID  0.02400325148  0.02862923607   0.4944572937    0.436617978   0.1093138724   0.1217702168    12.74325087            0.5     -50.695954 
175          NO_ID  0.01098151095  0.02606780486   0.4009752269   0.4115514064   0.1245734315  0.09225663176    11.87946475            0.5   -47.85487177 
176          NO_ID  0.04358098341 0.003404080528   0.4405136323   0.3961352649  0.09077388977    0.117655212    8.180883857    1.257924688   -37.36264999 
177          NO_ID  0.02364242645 0.0006058675883   0.4142729914   0.4018077888  0.08473238594    0.122299204    10.78812648    0.798734507   -44.67283679 
178          NO_ID  0.02526733178 0.003115909688   0.4220684248   0.4738703636   0.1341077535   0.1264144644    8.819056299            1.5   -35.26361254 
179          NO_ID  0.02727124521   0.0235566214   0.3435038674   0.4221111329  0.08865331484   0.1191551326    13.07782326            0.5   -51.77234158 
180          NO_ID  0.04125410405  0.02511031615   0.3491317679   0.4169911982   0.1387582598  0.09930745528    13.21198214   0.7610813224   -46.32514405 
181          NO_ID  0.03539843579 0.005499900459    0.428152147            0.3           0.15   0.1473535645             15     1.11843087   -50.32107494 
182          NO_ID  0.04455653928  0.03728920854   0.3553989544   0.3705264094   0.1436939764   0.1287431118    14.65275975   0.5500300981   -49.44772939 
183          NO_ID  0.02737533143  0.02453064498   0.4691165832   0.4507057204   0.1013177642  0.09207700066    12.32669455   0.6697713324   -48.34412456 
184          NO_ID  0.00912926971 0.004203699153   0.3214101495   0.4253209523   0.1278928115  0.08805705737    12.09314543   0.9064844385   -46.79414801 
185          NO_ID   0.0169141551  0.03006430398   0.4059059993   0.4998306289   0.1350762233   0.1456490511    14.05307004    1.430969397   -37.11253119 
186          NO_ID 0.006512630773  0.04710087284    0.396716959   0.3739350341   0.1267030277   0.1153465329    9.448140104    1.436863968   -30.00871259 
187          NO_ID              0  0.01827617175            0.5   0.4469227228   0.1301567366    0.110881013    12.08928319   0.9264281536    -45.1677353 
188          NO_ID 0.006833158611              0   0.4115463956   0.3917504183   0.1430765733           0.08    13.00895907      1.2298221   -46.91299585 
189          NO_ID  0.03601932312  0.04205365165   0.3114484752   0.3895249951   0.1160597143   0.1158130198    8.824624156    1.336947223   -33.30562471 
190          NO_ID 0.005242736502  0.02245169658   0.4162267856   0.4713995106   0.1129001928  0.09501608036    12.17802474    1.158378434   -41.05314323 
191          NO_ID  0.02764055727  0.01324619747   0.4455099687   0.4248470585   0.0907378224   0.1042586389    11.57767252     1.11679642   -44.35904293 
192          NO_ID  0.01723243293              0   0.3155151986     0.43600534   0.1286778016  0.08815118217    14.65856225   0.9614212048   -50.78944977 
193          NO_ID  0.04292754312  0.03665127808   0.3483123775    0.423778663           0.08           0.08             15    0.793748418   -50.45552658 
194          NO_ID  0.04084240723  0.01459711515   0.3392774047   0.4348479076           0.08           0.08    13.72676871    1.383002121    -46.8788205 
195          NO_ID 0.0009978644718  0.02740502947    0.345370521   0.3540304412   0.1143558128  0.09382921454    13.07880537     1.05183832     -43.231022 
196          NO_ID  0.01434446968  0.02553728632   0.4134539248   0.3005793747   0.1442737661           0.08    10.85206966    1.358505982   -38.38694898 
197          NO_ID 0.002453300086  0.03159299187   0.3888680545    0.490943973    0.128187459   0.1089303137    6.983091267            0.5   -37.74493939 
198          NO_ID  0.01098232473              0   0.4396364872   0.3943634479           0.08   0.0842115147    11.87260088   0.9079755892   -48.52314648 
199          NO_ID  0.03925608642  0.01480401309   0.3654243648   0.4799485965   0.1143431867   0.1373727537    14.12026086    1.004026592   -49.21258976 
200          NO_ID           0.05  0.04117861743   0.3520157416   0.4190262162   0.1215395307           0.08    11.83285769    1.409420911   -40.88377535 
201          NO_ID   0.0409894378  0.02478596432   0.4000261901    0.414171665           0.15    0.130437181             15    1.175478105   -48.26811818 
202          NO_ID  0.04562698275  0.04561664307   0.3565210944   0.3600238615   0.1318286823    0.102494845             15     1.03239459   -48.91259257 
203          NO_ID  0.02622795523  0.01534516119   0.4466667498   0.4315562014  0.09171672084   0.1198739554    11.62660173      1.1365176   -43.30935804 
204          NO_ID              0  0.02149129483   0.4750014873     0.38849605   0.1157272102   0.1055126936             15   0.9943698054   -48.16770943 
