-5.000000309413453969e+00 3.341119300000000014e-01 3.523411699999999969e-03
-3.999999995429333044e+00 4.236772999999999789e-01 5.877087799999999862e-03
-3.000000082515669408e+00 5.130506799999999812e-01 8.716358800000000712e-03
-1.999999997714666522e+00 6.021791699999999858e-01 1.203649499999999949e-02
-9.999999702094435339e-01 6.910061800000000254e-01 1.583094700000000146e-02
0.000000000000000000e+00 7.794809900000000402e-01 2.009197899999999939e-02
9.999999702094435339e-01 8.675533500000000009e-01 2.480992099999999867e-02
1.999999997714666522e+00 9.551824300000000267e-01 2.997533600000000173e-02
3.000000082515669408e+00 1.042300000000000004e+00 3.557484600000000025e-02
3.999999995429333044e+00 1.128876100000000049e+00 4.159660600000000125e-02
5.000000309413453969e+00 1.214825499999999892e+00 4.802227399999999674e-02
