"Normals:0","Normals:1","Normals:2","VELOCITY_1","VELOCITY_2","VELOCITY_3","VELOCITY_4","VELOCITY_5","VELOCITY_6","VELOCITY_7","VELOCITY_8","VELOCITY_9","VELOCITY_10","VELOCITY_11","CP_1","CP_2","CP_3","CP_4","CP_5","CP_6","CP_7","CP_8","CP_9","CP_10","CP_11","DIPOLE_1","DIPOLE_2","DIPOLE_3","DIPOLE_4","DIPOLE_5","DIPOLE_6","DIPOLE_7","DIPOLE_8","DIPOLE_9","DIPOLE_10","DIPOLE_11","SOURCE_1","SOURCE_2","SOURCE_3","SOURCE_4","SOURCE_5","SOURCE_6","SOURCE_7","SOURCE_8","SOURCE_9","SOURCE_10","SOURCE_11","Points:0","Points:1","Points:2"
-0.97167,0,0.013984,5.0792,4.323,3.5655,2.8069,2.0475,1.2874,0.52701,0.44606,0.99412,1.7544,2.514,0.3096,0.4989,0.65792,0.78645,0.88435,0.9515,0.98781,0.99324,0.96778,0.91146,0.82436,0.5257,0.5382,0.55054,0.56271,0.5747,0.58653,0.59817,0.60963,0.62091,0.63199,0.64289,-5.9339,-5.9405,-5.9454,-5.9484,-5.9496,-5.949,-5.9466,-5.9424,-5.9364,-5.9286,-5.9189,0,0,0
-0.98608,0,-0.072879,4.4219,3.6256,2.8281,2.0298,1.2309,1.2565,1.3182,1.3795,1.966,2.7644,3.5618,0.45468,0.62234,0.75614,0.85591,0.92152,0.95291,0.95004,0.91289,0.84153,0.73604,0.59655,0.54939,0.55764,0.56572,0.57363,0.58137,0.58893,0.5963,0.6035,0.61051,0.61734,0.62398,-5.9754,-5.9914,-6.0056,-6.018,-6.0285,-6.0372,-6.0441,-6.0491,-6.0523,-6.0537,-6.0532,-0.0015814,0,0.0069489
-0.9723,0,0.19794,2.4877,1.652,0.94324,0.91851,0.8935,1.693,2.5286,3.3635,4.1973,5.0298,5.8608,0.80866,0.90221,0.95851,0.97748,0.95911,0.90342,0.81048,0.6804,0.51333,0.30949,0.069125,0.57534,0.57786,0.58022,0.58239,0.58439,0.58621,0.58785,0.58932,0.5906,0.5917,0.59263,-6.0358,-6.0229,-6.0081,-5.9915,-5.9731,-5.9529,-5.9308,-5.9069,-5.8813,-5.8538,-5.8246,-0.0010022,0,0.014534
-0.90863,0,0.40661,0.92683,0.88176,0.9638,1.7299,2.4955,3.2603,4.024,4.7866,5.5478,6.3072,7.0647,0.96845,0.97822,0.95655,0.90348,0.81906,0.7034,0.55664,0.37896,0.17056,-0.068283,-0.33727,0.60087,0.59727,0.59349,0.58952,0.58538,0.58106,0.57656,0.57188,0.56704,0.56201,0.55682,-5.7588,-5.7231,-5.6857,-5.6465,-5.6056,-5.563,-5.5188,-5.4728,-5.4251,-5.3758,-5.3249,0.0017632,0,0.022729
-0.82986,0,0.55331,1.1001,1.7779,2.4552,3.1317,3.8073,4.4817,5.1548,5.8263,6.496,7.1637,7.8292,0.95301,0.90264,0.82774,0.72839,0.60471,0.45687,0.28503,0.089405,-0.12976,-0.37222,-0.63763,0.62304,0.61314,0.60306,0.59279,0.58233,0.57171,0.5609,0.54993,0.53879,0.52748,0.51602,-5.3567,-5.3047,-5.2511,-5.1959,-5.1391,-5.0808,-5.0209,-4.9595,-4.8965,-4.8321,-4.7662,0.0067315,0,0.031485
-0.75345,0,0.65515,2.425,3.0221,3.6183,4.2134,4.8073,5.3996,5.9903,6.5792,7.1661,7.7508,8.3331,0.83406,0.74841,0.64384,0.52048,0.37848,0.21801,0.039289,-0.1575,-0.37209,-0.60424,-0.85364,0.64047,0.62418,0.6077,0.59103,0.57419,0.55717,0.53998,0.52263,0.50511,0.48745,0.46963,-4.945,-4.8815,-4.8166,-4.7501,-4.6823,-4.613,-4.5423,-4.4702,-4.3967,-4.3219,-4.2458,0.01391,0,0.040735
-0.68431,0,0.72782,3.4722,4.0015,4.5297,5.0565,5.5817,6.1052,6.6269,7.1465,7.664,8.1791,8.6918,0.67262,0.5678,0.44829,0.31421,0.16574,0.0030518,-0.17364,-0.36415,-0.56821,-0.78561,-1.0161,0.65221,0.62948,0.60656,0.58345,0.56017,0.53672,0.5131,0.48933,0.46541,0.44134,0.41715,-4.5621,-4.4903,-4.4171,-4.3426,-4.2668,-4.1896,-4.1112,-4.0316,-3.9507,-3.8686,-3.7853,0.023298,0,0.050388
-0.62233,0,0.78185,4.3167,4.7902,5.2621,5.7325,6.2012,6.6679,7.1326,7.5952,8.0554,8.5132,8.9684,0.49904,0.3845,0.2584,0.12086,-0.027948,-0.18783,-0.35859,-0.54003,-0.73192,-0.93405,-1.1461,0.65755,0.62836,0.59898,0.56942,0.53968,0.50978,0.47972,0.44952,0.41918,0.38872,0.35813,-4.2129,-4.1348,-4.0555,-3.9749,-3.8932,-3.8102,-3.7261,-3.6408,-3.5544,-3.467,-3.3785,0.03488,0,0.060339
-0.56606,0,0.82372,5.0147,5.4417,5.8671,6.2908,6.7125,7.1321,7.5496,7.9648,8.3775,8.7878,9.1953,0.32644,0.20765,0.079634,-0.057466,-0.20348,-0.35822,-0.5215,-0.69314,-0.87291,-1.0606,-1.256,0.65592,0.62028,0.58444,0.54842,0.51224,0.4759,0.43942,0.4028,0.36606,0.32921,0.29226,-3.892,-3.809,-3.7249,-3.6396,-3.5532,-3.4657,-3.3771,-3.2876,-3.197,-3.1055,-3.013,0.048632,0,0.070466
-0.51396,0,0.85731,5.6041,5.9922,6.3785,6.7628,7.1451,7.5251,7.9029,8.2783,8.6512,9.0214,9.3889,0.1602,0.040387,-0.086857,-0.22138,-0.36301,-0.51158,-0.6669,-0.8288,-0.99707,-1.1715,-1.3519,0.64691,0.60483,0.56256,0.52012,0.47752,0.43477,0.3919,0.3489,0.3058,0.2626,0.21933,-3.5922,-3.5052,-3.4171,-3.328,-3.2378,-3.1467,-3.0546,-2.9616,-2.8677,-2.7729,-2.6772,0.064516,0,0.080635
-0.46475,0,0.88503,6.1102,6.465,6.8179,7.1687,7.5173,7.8636,8.2075,8.5489,8.8877,9.2238,9.5571,0.0025338,-0.11632,-0.24119,-0.37191,-0.50835,-0.65031,-0.79763,-0.95015,-1.1076,-1.27,-1.4369,0.63023,0.58175,0.53309,0.48427,0.4353,0.3862,0.33698,0.28766,0.23825,0.18877,0.13923,-3.3068,-3.2164,-3.1251,-3.0328,-2.9395,-2.8454,-2.7504,-2.6545,-2.5579,-2.4605,-2.3623,0.08248,0,0.090699
-0.41745,0,0.90834,6.5494,6.8754,7.1993,7.521,7.8404,8.1574,8.4719,8.7839,9.0931,9.3997,9.7033,-0.14546,-0.26207,-0.38355,-0.50976,-0.64054,-0.77573,-0.91516,-1.0587,-1.2061,-1.3573,-1.5119,0.60575,0.55093,0.49594,0.4408,0.38553,0.33014,0.27465,0.21908,0.16344,0.10775,0.052027,-3.0308,-2.9376,-2.8434,-2.7484,-2.6525,-2.5558,-2.4584,-2.3602,-2.2613,-2.1617,-2.0614,0.10246,0,0.10051
-0.37138,0,0.92816,6.9327,7.2332,7.5316,7.8276,8.1213,8.4125,8.7011,8.9871,9.2703,9.5507,9.8282,-0.28305,-0.39651,-0.51393,-0.63513,-0.76,-0.88835,-1.02,-1.1549,-1.2928,-1.4336,-1.577,0.57345,0.51237,0.45114,0.38977,0.32828,0.26669,0.20502,0.14328,0.081505,0.019701,-0.042103,-2.7604,-2.6646,-2.568,-2.4707,-2.3726,-2.2738,-2.1742,-2.074,-1.9732,-1.8718,-1.7698,0.12437,0,0.10991
-0.32603,0,0.94506,7.2669,7.5447,7.8202,8.0933,8.3639,8.6321,8.8975,9.1603,9.4203,9.6774,9.9315,-0.40943,-0.51911,-0.63196,-0.74783,-0.8666,-0.9881,-1.1122,-1.2387,-1.3675,-1.4985,-1.6314,0.53351,0.46627,0.39888,0.33138,0.26377,0.19608,0.12834,0.06055,-0.0072531,-0.075058,-0.14283,-2.4928,-2.3949,-2.2962,-2.1968,-2.0968,-1.9961,-1.8948,-1.793,-1.6906,-1.5876,-1.4842,0.14812,0,0.11874
-0.28108,0,0.9594,7.5562,7.8134,8.0682,8.3206,8.5704,8.8176,9.0621,9.3039,9.5428,9.7789,10.012,-0.52369,-0.62908,-0.73698,-0.84725,-0.95978,-1.0744,-1.191,-1.3094,-1.4295,-1.5511,-1.6742,0.48624,0.41294,0.33952,0.26599,0.19238,0.11872,0.045024,-0.028692,-0.1024,-0.17607,-0.24969,-2.2263,-2.1265,-2.026,-1.9249,-1.8232,-1.7209,-1.6181,-1.5149,-1.4112,-1.307,-1.2024,0.17359,0,0.12685
-0.23635,0,0.9714,7.8034,8.0417,8.2775,8.5108,8.7416,8.9696,9.1949,9.4175,9.6371,9.8539,10.068,-0.62482,-0.7255,-0.82812,-0.93257,-1.0387,-1.1465,-1.2556,-1.3661,-1.4777,-1.5904,-1.704,0.43208,0.35286,0.27353,0.19412,0.11465,0.035145,-0.044366,-0.12387,-0.20333,-0.28274,-0.36205,-1.9599,-1.8584,-1.7563,-1.6537,-1.5506,-1.447,-1.343,-1.2386,-1.1338,-1.0286,-0.92316,0.20066,0,0.1341
-0.19172,0,0.98119,8.0095,8.2303,8.4486,8.6643,8.8773,9.0877,9.2953,9.5,9.7019,9.9008,10.097,-0.71168,-0.80729,-0.90437,-1.0028,-1.1025,-1.2033,-1.3051,-1.4077,-1.5111,-1.6151,-1.7196,0.37167,0.28667,0.20158,0.11643,0.031239,-0.053955,-0.13913,-0.22427,-0.30933,-0.39431,-0.47916,-1.6929,-1.59,-1.4866,-1.3827,-1.2785,-1.1738,-1.0688,-0.96343,-0.8578,-0.7519,-0.64577,0.22918,0,0.14035
-0.1472,0,0.98885,8.1749,8.3793,8.5812,8.7804,8.977,9.1709,9.3619,9.5501,9.7353,9.9177,10.097,-0.783,-0.87325,-0.96456,-1.0568,-1.1499,-1.2437,-1.3382,-1.4331,-1.5284,-1.624,-1.7198,0.30575,0.21513,0.12444,0.033712,-0.057027,-0.14775,-0.23842,-0.32902,-0.41952,-0.5099,-0.60011,-1.4254,-1.3213,-1.2168,-1.1119,-1.0067,-0.9012,-0.7954,-0.68936,-0.58311,-0.47668,-0.37011,0.259,0,0.14548
-0.10282,0,0.99445,8.2988,8.4878,8.6742,8.8579,9.039,9.2173,9.3928,9.5655,9.7352,9.9019,10.066,-0.83737,-0.92198,-1.0073,-1.0932,-1.1797,-1.2665,-1.3536,-1.441,-1.5283,-1.6157,-1.7029,0.23525,0.13918,0.043063,-0.053065,-0.14918,-0.24525,-0.34123,-0.43712,-0.53287,-0.62847,-0.72386,-1.1578,-1.0527,-0.94729,-0.84161,-0.73567,-0.62951,-0.52315,-0.41664,-0.31,-0.20326,-0.096464,0.28997,0,0.14938
-0.058687,0,0.99803,8.3787,8.5531,8.7248,8.8939,9.0603,9.2239,9.3847,9.5427,9.6977,9.8498,9.9989,-0.87289,-0.95164,-1.0308,-1.1103,-1.19,-1.2698,-1.3496,-1.4294,-1.5089,-1.5883,-1.6672,0.16124,0.059908,-0.041445,-0.14279,-0.24409,-0.34531,-0.44642,-0.54741,-0.64822,-0.74884,-0.84922,-0.8905,-0.78467,-0.67861,-0.57234,-0.46589,-0.35931,-0.25261,-0.14584,-0.039021,0.067808,0.17462,0.3219,0,0.15196
-0.01493,0,0.99965,8.4085,8.5688,8.7265,8.8815,9.0338,9.1834,9.3301,9.4741,9.6151,9.7532,9.8884,-0.8862,-0.9588,-1.0316,-1.1044,-1.1772,-1.2499,-1.3224,-1.3946,-1.4665,-1.5378,-1.6087,0.085025,-0.021375,-0.12777,-0.23412,-0.34041,-0.44659,-0.55262,-0.6585,-0.76417,-0.86962,-0.97478,-0.62448,-0.51812,-0.4116,-0.30495,-0.19821,-0.09141,0.015418,0.12224,0.22903,0.33574,0.44236,0.35461,0,0.15316
0.027006,0,0.99943,8.3767,8.5233,8.6672,8.8085,8.9471,9.083,9.2161,9.3464,9.4739,9.5984,9.7201,-0.87199,-0.93807,-1.0041,-1.07,-1.1357,-1.2011,-1.2661,-1.3306,-1.3946,-1.4581,-1.5208,0.0087427,-0.10248,-0.21366,-0.32478,-0.43581,-0.5467,-0.65742,-0.76794,-0.87823,-0.98825,-1.098,-0.36859,-0.2619,-0.15512,-0.048305,0.058529,0.16534,0.27211,0.37879,0.48536,0.59178,0.69802,0.38792,0,0.15293
0.060614,0,0.99807,8.2985,8.4321,8.5632,8.6917,8.8176,8.9407,9.0611,9.1788,9.2937,9.4058,9.5149,-0.83721,-0.89689,-0.95634,-1.0155,-1.0743,-1.1327,-1.1905,-1.2478,-1.3045,-1.3604,-1.4155,-0.064741,-0.18046,-0.29612,-0.41169,-0.52715,-0.64243,-0.75752,-0.87238,-0.98697,-1.1013,-1.2152,-0.16288,-0.056053,0.050793,0.15762,0.26441,0.37111,0.4777,0.58414,0.6904,0.79646,0.90227,0.42084,0,0.15138
0.086085,0,0.99621,8.2188,8.3412,8.461,8.5782,8.6928,8.8047,8.914,9.0205,9.1243,9.2254,9.3236,-0.8021,-0.85615,-0.90986,-0.96315,-1.016,-1.0682,-1.1199,-1.1709,-1.2212,-1.2706,-1.3193,-0.1349,-0.25481,-0.37463,-0.49434,-0.61391,-0.73329,-0.85243,-0.97133,-1.0899,-1.2082,-1.3261,-0.0065438,0.1003,0.20711,0.31387,0.42052,0.52705,0.63342,0.73959,0.84554,0.95123,1.0566,0.4536,0,0.14895
0.10969,0,0.9939,8.1531,8.2652,8.3748,8.4819,8.5864,8.6883,8.7876,8.8841,8.978,9.0691,9.1574,-0.77336,-0.82249,-0.87117,-0.91934,-0.96694,-1.0139,-1.0602,-1.1057,-1.1505,-1.1944,-1.2373,-0.20298,-0.32682,-0.45056,-0.57416,-0.69759,-0.8208,-0.94375,-1.0664,-1.1888,-1.3108,-1.4323,0.13866,0.24546,0.35218,0.45879,0.56527,0.67157,0.77766,0.88352,0.98912,1.0944,1.1994,0.48648,0,0.1457
0.13239,0,0.99113,8.0889,8.1918,8.2921,8.3899,8.4851,8.5778,8.6678,8.7552,8.8399,8.922,9.0013,-0.74558,-0.79025,-0.83437,-0.8779,-0.92079,-0.96298,-1.0044,-1.0451,-1.0848,-1.1237,-1.1617,-0.26924,-0.39678,-0.5242,-0.65145,-0.77852,-0.90534,-1.0319,-1.1581,-1.284,-1.4095,-1.5345,0.27856,0.38525,0.49183,0.59825,0.7045,0.81052,0.9163,1.0218,1.127,1.2318,1.3363,0.51936,0,0.14169
0.1542,0,0.98798,8.0211,8.1153,8.2069,8.2961,8.3827,8.4668,8.5483,8.6272,8.7035,8.7771,8.848,-0.71644,-0.75698,-0.7969,-0.83616,-0.87473,-0.91254,-0.94953,-0.98571,-1.021,-1.0553,-1.0887,-0.33342,-0.46444,-0.59531,-0.72601,-0.85649,-0.9867,-1.1166,-1.2462,-1.3754,-1.5041,-1.6324,0.4133,0.51984,0.62622,0.73241,0.83837,0.94408,1.0495,1.1546,1.2594,1.3637,1.4677,0.55208,0,0.13694
0.17516,0,0.98448,7.9479,8.0339,8.1175,8.1986,8.2772,8.3533,8.4268,8.4977,8.5661,8.6319,8.695,-0.68526,-0.72194,-0.75796,-0.79326,-0.82782,-0.86158,-0.8945,-0.92656,-0.95769,-0.98788,-1.0171,-0.39521,-0.52949,-0.6636,-0.79751,-0.93118,-1.0646,-1.1976,-1.3303,-1.4626,-1.5945,-1.7258,0.543,0.64934,0.75549,0.8614,0.96705,1.0724,1.1774,1.2821,1.3864,1.4903,1.5937,0.58449,0,0.13152
0.19529,0,0.98069,7.8687,7.947,8.023,8.0965,8.1675,8.2361,8.3021,8.3656,8.4266,8.485,8.5408,-0.65183,-0.6849,-0.71726,-0.74888,-0.77972,-0.80973,-0.83887,-0.86713,-0.89444,-0.92081,-0.94617,-0.45428,-0.5916,-0.72873,-0.86565,-1.0023,-1.1386,-1.2746,-1.4103,-1.5454,-1.6801,-1.8143,0.66779,0.7739,0.87977,0.98537,1.0907,1.1956,1.3002,1.4045,1.5082,1.6116,1.7144,0.61646,0,0.12549
0.21461,0,0.97665,7.783,7.8542,7.923,7.9893,8.0532,8.1147,8.1737,8.2302,8.2842,8.3356,8.3846,-0.61608,-0.64577,-0.67472,-0.70289,-0.73027,-0.75679,-0.78242,-0.80717,-0.83096,-0.8538,-0.87564,-0.5103,-0.65045,-0.7904,-0.9301,-1.0695,-1.2086,-1.3474,-1.4857,-1.6235,-1.7609,-1.8977,0.78777,0.89361,0.99918,1.1044,1.2094,1.3139,1.4181,1.5218,1.6251,1.7278,1.8301,0.64786,0,0.11891
0.23313,0,0.9724,7.6909,7.7553,7.8172,7.8768,7.934,7.9888,8.0411,8.091,8.1384,8.1834,8.2258,-0.57807,-0.60459,-0.63034,-0.65529,-0.67943,-0.70271,-0.7251,-0.74659,-0.76712,-0.78671,-0.80531,-0.56298,-0.70575,-0.84831,-0.9906,-1.1326,-1.2742,-1.4155,-1.5563,-1.6967,-1.8365,-1.9758,0.90303,1.0086,1.1138,1.2187,1.3232,1.4273,1.531,1.6342,1.737,1.8392,1.9408,0.67855,0,0.11186
0.25088,0,0.96798,7.5925,7.6503,7.7058,7.759,7.8098,7.8583,7.9043,7.9479,7.9891,8.0279,8.0643,-0.53792,-0.56146,-0.58421,-0.60616,-0.62728,-0.64754,-0.6669,-0.68537,-0.70289,-0.71949,-0.7351,-0.61205,-0.75724,-0.9022,-1.0469,-1.1912,-1.3353,-1.4788,-1.622,-1.7646,-1.9067,-2.0483,1.0136,1.1188,1.2237,1.3282,1.4323,1.536,1.6392,1.7419,1.8441,1.9457,2.0467,0.7084,0,0.1044
0.26785,0,0.96342,7.4875,7.5392,7.5886,7.6357,7.6805,7.7229,7.763,7.8007,7.836,7.869,7.8995,-0.49572,-0.51645,-0.5364,-0.55553,-0.57384,-0.59129,-0.60784,-0.62351,-0.63825,-0.65208,-0.66493,-0.65729,-0.80469,-0.95186,-1.0987,-1.2453,-1.3914,-1.5372,-1.6824,-1.8272,-1.9714,-2.115,1.1196,1.2245,1.329,1.4331,1.5367,1.6399,1.7426,1.8448,1.9464,2.0474,2.1478,0.73731,0,0.096633
0.28405,0,0.95877,7.3761,7.422,7.4655,7.5068,7.5458,7.5825,7.6169,7.649,7.6787,7.7061,7.7312,-0.45155,-0.46965,-0.48696,-0.50346,-0.51914,-0.53397,-0.54791,-0.561,-0.57316,-0.58443,-0.59475,-0.69849,-0.84793,-0.9971,-1.146,-1.2945,-1.4426,-1.5903,-1.7375,-1.8842,-2.0303,-2.1758,1.2209,1.3254,1.4295,1.5332,1.6364,1.7391,1.8413,1.9429,2.0439,2.1443,2.2441,0.76515,0,0.088633
0.29948,0,0.95407,7.2583,7.2986,7.3365,7.3723,7.4058,7.4371,7.466,7.4928,7.5172,7.5393,7.5592,-0.40558,-0.42121,-0.43604,-0.45008,-0.46331,-0.4757,-0.48722,-0.49791,-0.50769,-0.5166,-0.5246,-0.73552,-0.8868,-1.0378,-1.1885,-1.3388,-1.4888,-1.6382,-1.7872,-1.9356,-2.0835,-2.2306,1.3175,1.4216,1.5253,1.6286,1.7313,1.8336,1.9352,2.0363,2.1368,2.2366,2.3357,0.79183,0,0.08049
0.31412,0,0.94935,7.1342,7.1691,7.2017,7.2322,7.2605,7.2865,7.3103,7.3319,7.3513,7.3684,7.3833,-0.35793,-0.37124,-0.38376,-0.3955,-0.40644,-0.41657,-0.42584,-0.4343,-0.44189,-0.44864,-0.45451,-0.76829,-0.92123,-1.0739,-1.2262,-1.3782,-1.5297,-1.6808,-1.8313,-1.9813,-2.1307,-2.2795,1.4093,1.513,1.6163,1.7192,1.8214,1.9232,2.0243,2.1249,2.2247,2.3239,2.4224,0.81723,0,0.072296
0.32795,0,0.94467,7.0036,7.0332,7.0608,7.0861,7.1094,7.1305,7.1493,7.1661,7.1806,7.1929,7.2031,-0.30866,-0.31979,-0.33015,-0.33973,-0.34855,-0.35657,-0.36376,-0.37016,-0.37572,-0.38048,-0.38439,-0.79676,-0.95119,-1.1053,-1.2591,-1.4125,-1.5655,-1.718,-1.87,-2.0214,-2.1722,-2.3223,1.4961,1.5995,1.7024,1.8048,1.9066,2.0079,2.1085,2.2085,2.3078,2.4064,2.5043,0.84127,0,0.06414
0.34096,0,0.94006,6.8662,6.891,6.9135,6.934,6.9525,6.9687,6.9828,6.9949,7.0047,7.0125,7.0181,-0.25786,-0.26694,-0.27527,-0.28285,-0.28968,-0.29574,-0.301,-0.30551,-0.30919,-0.31212,-0.31423,-0.82095,-0.97669,-1.1321,-1.2872,-1.4419,-1.5962,-1.75,-1.9032,-2.0559,-2.2079,-2.3593,1.5779,1.6809,1.7834,1.8853,1.9867,2.0875,2.1876,2.2871,2.3858,2.4839,2.5812,0.86386,0,0.056117
0.3531,0,0.93556,6.7223,6.7422,6.76,6.7758,6.7895,6.8012,6.8107,6.8182,6.8236,6.827,6.8282,-0.20569,-0.21284,-0.21927,-0.22497,-0.22996,-0.2342,-0.23767,-0.24042,-0.24239,-0.24363,-0.24409,-0.84092,-0.99782,-1.1544,-1.3106,-1.4665,-1.6219,-1.7768,-1.9312,-2.0849,-2.2381,-2.3905,1.6544,1.757,1.8591,1.9606,2.0616,2.1619,2.2615,2.3604,2.4587,2.5561,2.6528,0.88493,0,0.048317
0.36436,0,0.93124,6.5713,6.5865,6.5997,6.6109,6.6201,6.6272,6.6323,6.6355,6.6365,6.6356,6.6326,-0.15217,-0.15751,-0.16216,-0.1661,-0.16936,-0.17191,-0.17371,-0.17484,-0.17522,-0.17492,-0.17387,-0.85683,-1.0147,-1.1723,-1.3295,-1.4864,-1.6428,-1.7986,-1.954,-2.1087,-2.2628,-2.4162,1.7254,1.8276,1.9293,2.0304,2.1309,2.2308,2.3299,2.4284,2.5261,2.6231,2.7192,0.90439,0,0.040832
0.37469,0,0.92713,6.413,6.4236,6.4322,6.4388,6.4436,6.4463,6.447,6.4459,6.4427,6.4376,6.4305,-0.097341,-0.10097,-0.10394,-0.10623,-0.10787,-0.10883,-0.10908,-0.1087,-0.10761,-0.10588,-0.10345,-0.86886,-1.0276,-1.1861,-1.3441,-1.5018,-1.659,-1.8157,-1.9719,-2.1274,-2.2823,-2.4365,1.7906,1.8925,1.9938,2.0945,2.1946,2.294,2.3928,2.4907,2.588,2.6844,2.78,0.92219,0,0.03375
0.38407,0,0.92329,6.2466,6.2526,6.2567,6.2588,6.2591,6.2575,6.2539,6.2485,6.241,6.2318,6.2206,-0.041175,-0.043175,-0.044539,-0.045265,-0.045374,-0.044849,-0.043646,-0.041857,-0.039391,-0.036336,-0.03263,-0.87729,-1.0368,-1.1959,-1.3547,-1.5131,-1.671,-1.8284,-1.9853,-2.1415,-2.2971,-2.452,1.8498,1.9514,2.0524,2.1527,2.2524,2.3514,2.4497,2.5473,2.6441,2.74,2.8352,0.93826,0,0.027154
0.39244,0,0.91977,6.0711,6.0724,6.0718,6.0693,6.0651,6.0591,6.051,6.0413,6.0296,6.0162,6.0009,0.016498,0.016069,0.016248,0.017022,0.018375,0.020323,0.022905,0.02603,0.02979,0.03409,0.038989,-0.88244,-1.0425,-1.2022,-1.3616,-1.5206,-1.6791,-1.837,-1.9945,-2.1513,-2.3074,-2.4629,1.9028,2.004,2.1047,2.2047,2.3041,2.4027,2.5006,2.5978,2.6941,2.7897,2.8844,0.95256,0,0.021126
0.39979,0,0.9166,5.885,5.8814,5.876,5.8688,5.8598,5.8491,5.8365,5.8223,5.8061,5.7883,5.7686,0.075808,0.07693,0.07862,0.080866,0.083648,0.086977,0.090905,0.095316,0.10032,0.10582,0.11186,-0.88473,-1.0452,-1.2054,-1.3653,-1.5247,-1.6836,-1.8421,-2,-2.1572,-2.3138,-2.4697,1.9493,2.0502,2.1506,2.2503,2.3494,2.4477,2.5452,2.642,2.738,2.8332,2.9275,0.96503,0,0.015739
0.40606,0,0.91384,5.6861,5.677,5.6662,5.6537,5.6395,5.6237,5.6059,5.5866,5.5654,5.5427,5.5182,0.13718,0.13991,0.14316,0.14693,0.15119,0.15594,0.16125,0.16699,0.17326,0.17998,0.18719,-0.88462,-1.0455,-1.206,-1.3662,-1.526,-1.6853,-1.844,-2.0023,-2.1599,-2.3168,-2.4731,1.989,2.0898,2.1899,2.2893,2.3881,2.4861,2.5834,2.6798,2.7755,2.8703,2.9643,0.97565,0,0.01106
0.41125,0,0.91152,5.4698,5.4542,5.4368,5.4178,5.3973,5.3751,5.351,5.3256,5.2983,5.2696,5.2392,0.20149,0.20603,0.21105,0.21652,0.22243,0.22877,0.23563,0.24287,0.25056,0.25865,0.26714,-0.88268,-1.0438,-1.2046,-1.365,-1.525,-1.6845,-1.8435,-2.002,-2.1598,-2.3171,-2.4735,2.0219,2.1224,2.2223,2.3215,2.42,2.5178,2.6148,2.7111,2.8065,2.901,2.9946,0.98439,0,0.0071469
0.4153,0,0.90968,5.2263,5.2013,5.1747,5.1466,5.1169,5.0857,5.0527,5.0185,4.9826,4.945,4.9062,0.27087,0.27777,0.2851,0.29281,0.30089,0.30932,0.31819,0.32736,0.33689,0.34678,0.35693,-0.87955,-1.0408,-1.2017,-1.3623,-1.5224,-1.6821,-1.8413,-1.9999,-2.1579,-2.3152,-2.4718,2.0476,2.148,2.2477,2.3467,2.4451,2.5427,2.6395,2.7355,2.8307,2.925,3.0184,0.9912,0,0.0040506
0.41822,0,0.90835,4.9207,4.8774,4.8326,4.7864,4.7387,4.6897,4.6389,4.587,4.5339,4.4785,4.4227,0.35322,0.36441,0.37589,0.38761,0.39959,0.41176,0.42423,0.43684,0.4496,0.46273,0.47579,-0.87594,-1.0372,-1.1982,-1.3588,-1.519,-1.6788,-1.838,-1.9967,-2.1547,-2.3121,-2.4688,2.0661,2.1663,2.2659,2.3649,2.4631,2.5605,2.6572,2.753,2.8481,2.9422,3.0355,0.99609,0,0.00181
0.41998,0,0.90754,4.4075,4.2981,4.1878,4.0769,3.963,3.8496,3.7335,3.6162,3.5013,3.3771,3.2608,0.47871,0.50308,0.52687,0.55001,0.57294,0.59498,0.61668,0.63775,0.65762,0.67804,0.69646,-0.87267,-1.0339,-1.1949,-1.3554,-1.5156,-1.6753,-1.8345,-1.9932,-2.1512,-2.3086,-2.4652,2.0772,2.1774,2.277,2.3758,2.4739,2.5713,2.6679,2.7636,2.8586,2.9526,3.0458,0.99902,0,0.00045396
