-1.000000084801002664e+01 2.686895699999999887e-01 -4.829505900000000303e-03
-9.000000419434346810e+00 3.818829400000000041e-01 -2.567319399999999901e-03
-7.999999990858666088e+00 4.949426100000000051e-01 1.783550500000000128e-04
-7.000000708198577115e+00 6.077803400000000300e-01 3.402420599999999955e-03
-6.000000279622897281e+00 7.203697000000000017e-01 7.103015699999999655e-03
-5.000000309413453969e+00 8.326157299999999983e-01 1.127005600000000052e-02
-3.999999995429333044e+00 9.445022299999999982e-01 1.590132299999999846e-02
-3.000000082515669408e+00 1.055942299999999889e+00 2.098586800000000127e-02
-1.999999997714666522e+00 1.166859099999999927e+00 2.650897600000000007e-02
-9.999999702094435339e-01 1.277242900000000070e+00 3.246786399999999906e-02
0.000000000000000000e+00 1.386991700000000050e+00 3.884044999999999859e-02
9.999999702094435339e-01 1.496109200000000028e+00 4.562255700000000108e-02
1.999999997714666522e+00 1.604492900000000111e+00 5.279209099999999932e-02
3.000000082515669408e+00 1.712099999999999955e+00 6.033101700000000067e-02
3.999999995429333044e+00 1.818853099999999889e+00 6.821984100000000328e-02
5.000000309413453969e+00 1.924732000000000109e+00 7.644712900000000255e-02
6.000000279622897281e+00 2.029705499999999940e+00 8.499313899999999533e-02
7.000000708198577115e+00 2.133667700000000167e+00 9.382738899999999715e-02
7.999999990858666088e+00 2.236630700000000083e+00 1.029377399999999998e-01
9.000000419434346810e+00 2.338496699999999873e+00 1.122929899999999953e-01
1.000000084801002664e+01 2.439254299999999986e+00 1.218771200000000055e-01
