-1.000000084801002664e+01 -1.025133700000000064e-01 -2.419670999999999975e-03
-9.000000419434346810e+00 -1.465550799999999938e-02 -2.418782799999999802e-03
-7.999999990858666088e+00 7.326845799999999465e-02 -1.965516699999999856e-03
-7.000000708198577115e+00 1.612109200000000075e-01 -1.057590099999999997e-03
-6.000000279622897281e+00 2.491128900000000035e-01 3.063766599999999873e-04
-5.000000309413453969e+00 3.369408199999999742e-01 2.126335200000000099e-03
-3.999999995429333044e+00 4.246369899999999920e-01 4.400541099999999602e-03
-3.000000082515669408e+00 5.121356799999999820e-01 7.125427499999999886e-03
-1.999999997714666522e+00 5.994061200000000422e-01 1.029768699999999981e-02
-9.999999702094435339e-01 6.863886700000000340e-01 1.391070500000000064e-02
0.000000000000000000e+00 7.730369599999999952e-01 1.795749400000000093e-02
9.999999702094435339e-01 8.593060399999999932e-01 2.243070299999999975e-02
1.999999997714666522e+00 9.451302299999999601e-01 2.731862300000000021e-02
3.000000082515669408e+00 1.030471600000000043e+00 3.261018200000000145e-02
3.999999995429333044e+00 1.115294199999999902e+00 3.829660299999999851e-02
5.000000309413453969e+00 1.199537000000000075e+00 4.436028699999999825e-02
6.000000279622897281e+00 1.283159299999999892e+00 5.078849199999999758e-02
7.000000708198577115e+00 1.366125800000000057e+00 5.756545099999999665e-02
7.999999990858666088e+00 1.448380199999999896e+00 6.467519700000000371e-02
9.000000419434346810e+00 1.529870899999999923e+00 7.209578899999999346e-02
1.000000084801002664e+01 1.610581599999999947e+00 7.981371099999999552e-02
