-1.000000084801002664e+01 -1.057390899999999911e+00 1.472428999999999925e-02
-9.000000419434346810e+00 -9.524997499999999784e-01 1.204006699999999978e-02
-7.999999990858666088e+00 -8.471802499999999680e-01 9.616170099999999873e-03
-7.000000708198577115e+00 -7.415025200000000538e-01 7.464635199999999915e-03
-6.000000279622897281e+00 -6.354677100000000189e-01 5.587222099999999796e-03
-5.000000309413453969e+00 -5.291841600000000145e-01 3.994350800000000083e-03
-3.999999995429333044e+00 -4.226430999999999938e-01 2.686630499999999918e-03
-3.000000082515669408e+00 -3.159228000000000036e-01 1.669647800000000071e-03
-1.999999997714666522e+00 -2.090338499999999933e-01 9.462417800000000366e-04
-9.999999702094435339e-01 -1.020714300000000047e-01 5.190520899999999556e-04
0.000000000000000000e+00 4.939980299999999734e-03 3.892574200000000059e-04
9.999999702094435339e-01 1.119512299999999988e-01 5.571958600000000541e-04
1.999999997714666522e+00 2.189115000000000089e-01 1.022350399999999914e-03
3.000000082515669408e+00 3.257686200000000087e-01 1.783319100000000041e-03
3.999999995429333044e+00 4.324871900000000213e-01 2.837948500000000030e-03
5.000000309413453969e+00 5.390012299999999978e-01 4.182853700000000070e-03
6.000000279622897281e+00 6.452918100000000212e-01 5.814454499999999887e-03
7.000000708198577115e+00 7.512574199999999536e-01 7.724811800000000103e-03
7.999999990858666088e+00 8.569297799999999743e-01 9.914095499999999242e-03
9.000000419434346810e+00 9.621819299999999631e-01 1.236883899999999953e-02
1.000000084801002664e+01 1.067031599999999969e+00 1.508900999999999992e-02
